piece,x,y
0.0,14.876615934697965,-11.062568332938662
0.0,8.27951521228673,14.112337936852043
0.0,-7.749538199751462,33.27652419121549
0.0,-28.88846853971182,25.914690590934846
0.0,6.521812382412705,-31.245156355472453
0.0,6.9600632100659166,-30.99582803059134
1.0,24.13653126886022,-27.40400621750633
1.0,-14.439082979516307,40.924181238576516
1.0,-16.452956659000417,39.75661421434519
1.0,0.2634179840357463,-26.22541649874133
1.0,6.492090385620767,-27.051372736674065
2.0,-13.126355581503867,3.656387724578839
2.0,2.7827608640214483,-8.762349614511733
2.0,4.119674246627427,-8.437567706285764
2.0,10.641621862391798,-1.3259768453770546
2.0,-4.417701391536794,14.869506441595709
3.0,-10.876099562953739,5.872492309868622
3.0,-5.3870912106871565,-15.464307309866568
3.0,9.15615915933761,-5.396108395054191
3.0,7.107031614303297,14.987923395052128
4.0,-12.306198340990527,-3.329022520462243
4.0,-12.588122486130867,-4.1967150629539836
4.0,-2.35275060152533,-13.338171581330295
4.0,19.244770183205556,3.6145974888088457
4.0,5.792762718611071,7.210461234209061
4.0,4.76200247293819,7.009548419835292
4.0,-2.5524639461080842,3.029302021893325
5.0,-2.964076174602552,-1.1196057453654333
5.0,-1.6085358522076494,-2.8505768547601984
5.0,4.572612026810204,3.9701826001256326
6.0,-10.42161747106729,-9.134577580308646
6.0,7.087888604965036,-5.765440912469143
6.0,19.190561317420553,-2.6238627983182985
6.0,29.629650260883285,8.47220933680834
6.0,-23.878351012513672,14.718986999581784
6.0,-21.6081316996879,-5.66731504529403
7.0,10.255761817696296,-36.04125703918166
7.0,10.698304369382086,-35.54097300725176
7.0,6.819684416116051,60.242840919961
7.0,-15.415777491439275,62.61925593527168
7.0,-20.554919325110266,-15.659758967906443
7.0,8.196946213355087,-35.62010784089287
8.0,-30.45833166674881,-17.467199643670007
8.0,23.184282139124665,-25.550752806399732
8.0,42.631305928839126,-6.186107659447544
8.0,-35.35725640121497,49.204060109517286
9.0,-5.507002044456111,0.23242348440820998
9.0,0.8671008368631692,-14.008036207159407
9.0,3.261310202514327,1.5814701809181104
9.0,1.3785910050786168,12.194142541833079
10.0,-0.10069539050839224,0.08774515635490933
10.0,-0.03733472134535245,-0.10054273240427815
10.0,0.1380301118537447,0.01279757604936883
