piece,x,y
0.0,0.9748706523575836,64.79000952822359
0.0,0.7635123133659363,63.3306770324707
0.0,8.186169624328613,0.4634314775466919
0.0,9.253166695583637,0.5681077271142864
0.0,15.820634527069139,19.565534640604543
0.0,7.555864970548261,55.76296208017142
1.0,29.783627673679387,59.955674128549916
1.0,46.00753034148433,106.88584768883504
1.0,20.77013397216797,106.30020904541016
1.0,18.666059494018555,105.068115234375
1.0,5.676750183105469,97.25433349609375
1.0,2.729163046160389,76.90259476873186
1.0,3.1036511954535118,75.26243922436824
2.0,15.820634527069139,19.565534640604543
2.0,9.253166695583637,0.5681077271142864
2.0,19.91930189494553,1.614493945154106
3.0,29.783627673679387,59.955674128549916
3.0,21.650556086096618,36.429493714455724
3.0,33.261203690692774,20.50334915912685
3.0,49.402304088746746,48.700099311181255
4.0,80.27993738612128,102.63997267184719
4.0,74.7856674194336,107.55364990234375
4.0,46.00753034148433,106.88584768883504
4.0,29.783627673679387,59.955674128549916
4.0,49.402304088746746,48.700099311181255
5.0,15.820634527069139,19.565534640604543
5.0,19.91930189494553,1.614493945154106
5.0,22.598845454842625,1.8773668039081763
5.0,33.261203690692774,20.50334915912685
5.0,21.650556086096618,36.429493714455724
6.0,49.402304088746746,48.700099311181255
6.0,79.73153853261219,31.299691647886302
6.0,99.11055755615234,85.07335662841797
6.0,97.02014923095703,87.66873931884766
6.0,80.27993738612128,102.63997267184719
7.0,7.555864970548261,55.76296208017142
7.0,3.1036511954535118,75.26243922436824
7.0,2.5385698659585896,75.58663618075126
7.0,0.9748706523575836,64.79000952822359
8.0,22.598845454842625,1.8773668039081763
8.0,45.22208944162068,4.096788391263736
8.0,33.261203690692774,20.50334915912685
9.0,29.783627673679387,59.955674128549916
9.0,3.1036511954535118,75.26243922436824
9.0,7.555864970548261,55.76296208017142
9.0,21.650556086096618,36.429493714455724
10.0,45.22208944162068,4.096788391263736
10.0,70.83361053466797,6.609370708465576
10.0,79.73153853261219,31.299691647886302
10.0,49.402304088746746,48.700099311181255
10.0,33.261203690692774,20.50334915912685
11.0,3.1036511954535118,75.26243922436824
11.0,2.729163046160389,76.90259476873186
11.0,2.5385698659585896,75.58663618075126
12.0,7.555864970548261,55.76296208017142
12.0,15.820634527069139,19.565534640604543
12.0,21.650556086096618,36.429493714455724
