piece,x,y
0.0,-2.0995955175921663,-31.218487401723365
0.0,-1.5215699387026662,-29.896154830917784
0.0,7.700938065487064,32.739393243544605
0.0,6.660570130914915,32.90367789938721
0.0,-4.6412204667758505,16.28472481351879
0.0,-6.09912227333129,-20.813153723809457
1.0,-16.118413005129558,-27.536805280028283
1.0,30.780151813700762,-11.26236103547418
1.0,14.726944693607114,8.186584722951297
1.0,12.468270892968109,9.08399415483694
1.0,-1.731353709938382,14.456071684352404
1.0,-19.54692194331382,4.182336789065342
1.0,-20.57867874189416,2.8901789642965015
2.0,11.953833483072788,-2.977856761878249
2.0,-5.558155203000881,6.8149736017501334
2.0,-6.395678280071906,-3.8371168398718853
3.0,-14.470821431523719,12.189699143711458
3.0,-6.197349448612797,-11.280111319607203
3.0,12.788880406838437,-16.497482456563464
3.0,7.879290473298081,15.587894632459227
4.0,28.459647469645216,-9.094443024765205
4.0,29.142439571497945,-1.7916351034719296
4.0,11.522332654015377,20.972995617302743
4.0,-35.84268283183922,6.180370989705916
4.0,-33.28173686331929,-16.267288478771516
5.0,5.202415647195164,5.675029930071519
5.0,-13.19848405093818,6.310201970433705
5.0,-13.627620642845462,3.668992459530452
5.0,1.642353306691107,-11.394616820648835
5.0,19.981335739897364,-4.259607539386849
6.0,-5.49116871754929,-38.397235140636816
6.0,27.962083783203127,-28.30986312356305
6.0,2.1758595123164115,22.6857041076323
6.0,-1.1507644587559582,22.963359436419292
6.0,-23.49601011921427,21.058034720148292
7.0,6.316666550206913,-11.032385544415188
7.0,-1.9093505523393104,7.172079237889182
7.0,-2.500812053712935,7.354602278957938
7.0,-1.9065039441546674,-3.494295972431932
8.0,-11.645939890943021,5.920431082786713
8.0,1.8801761670925077,-12.289203699563645
8.0,9.765763723850515,6.368772616776933
9.0,1.171907556803664,-14.522306873579709
9.0,19.876352026173176,9.84993753290079
9.0,-0.020568177775507988,8.036980642452907
9.0,-21.027691405201367,-3.364611301773981
10.0,6.332160754748411,-19.946328213430373
10.0,21.748161981882287,0.6415427402409701
10.0,9.520204358746287,23.85106418750415
10.0,-23.765180227233994,13.18630770807469
10.0,-13.835346868142974,-17.732586422389442
11.0,0.08830893053428968,0.704817998238644
11.0,-0.4622809138081622,-0.8495923900142374
11.0,0.3739719832738718,0.14477439177559387
12.0,-15.472830381468958,-12.542643696550213
12.0,16.64501187266699,5.970318115951881
12.0,-1.1721814911980435,6.5723255805983225
