piece,x,y
0.0,25.56043634466456,16.762951933326352
0.0,24.391837941436528,16.919520776380377
0.0,-30.391456032204495,-13.890347639541467
0.0,-29.76574706641367,-14.678241721305486
0.0,-10.024936168719684,-13.093904353987273
0.0,20.22986498123676,7.980021005127492
1.0,30.616191382234963,-5.320406511536161
1.0,-0.6647727680132252,31.87372496993722
1.0,-12.58104705450555,11.387492586169893
1.0,-13.021809483891117,8.178134545830115
1.0,-12.22177354910041,-7.047908219399419
1.0,2.7974840447417813,-19.263988737506267
1.0,5.075727428533581,-19.807048633495377
2.0,10.330062557888446,-3.487030447609317
2.0,-4.322646584245977,6.478643931861016
2.0,-6.007415973642472,-2.9916134842516984
3.0,5.640099131104773,-16.891977177168183
3.0,10.742733509249478,6.1310462504745145
3.0,-2.498595426289498,19.983899899184735
3.0,-13.884237214064765,-9.222968972491053
4.0,22.709047371946873,18.324442630551896
4.0,17.772864544701775,22.79053013128323
4.0,-10.72355357110325,20.72304896725172
4.0,-24.484403521136752,-25.96750527907107
4.0,-5.273954824408632,-35.870516450015785
5.0,-4.3468248992719385,5.628559557774532
5.0,-8.2885506222008,-11.704893117715482
5.0,-5.3562627068826165,-12.242350742736713
5.0,10.63877237688639,-0.15396047044526065
5.0,7.3528658514689615,18.472644773122923
6.0,-14.74840076613773,-35.23426689593815
6.0,19.112161465265448,-34.05305178349697
6.0,7.755822384793965,21.090493701832692
6.0,5.04089912293328,22.407045442031198
6.0,-17.160482206854976,25.789779535571164
7.0,-4.602207210075311,10.607234494081998
7.0,1.005687870690895,-6.923311107718054
7.0,1.6422496599561165,-7.11044096632746
7.0,1.9542696794282992,3.426517579963501
8.0,11.81258595049536,-2.694401145274398
8.0,-4.3175477582366,10.987435585648072
8.0,-7.495038192258767,-8.293034440373667
9.0,9.262721852541777,10.1849322601111
9.0,-20.227660476172304,7.750865609569241
9.0,-5.372674945358332,-5.58789737936372
9.0,16.33761356898886,-12.34790049031664
10.0,17.876903823665522,-9.870477688963907
10.0,15.02731519400925,14.840181703943252
10.0,-8.88151304195692,23.631717884483987
10.0,-25.730172835078537,-6.68025373565421
10.0,1.7074668593606666,-21.92116816380913
11.0,0.1643564532321123,-0.48076370580012656
11.0,0.03772022559143426,0.6900631566548353
11.0,-0.20207667882355104,-0.2092994508547511
12.0,8.938786480847867,-16.1778704386373
12.0,-2.9573278607428204,16.10368368053017
12.0,-5.981458620105043,0.07418675810711954
