piece,x,y
0.0,1.4352285432608451,64.00688365638115
0.0,0.8423683991946024,62.987740447494325
0.0,8.280722496358871,0.57677843973489
0.0,9.248362656241227,0.8523892431019611
0.0,15.357702872624056,19.690799524027522
0.0,7.501496484783369,55.71500449591549
1.0,28.99638513182495,60.49913300543578
1.0,45.16089159866796,106.33155455954562
1.0,21.461409476406423,106.19792339087147
1.0,18.472613227262645,104.94838446336439
1.0,5.760699975701718,96.52937637034388
1.0,2.860638353727023,77.38778906720192
1.0,3.5493478459749914,75.14926584826709
2.0,15.636327639018948,18.044066878895944
2.0,9.756627375435219,1.3274381562128164
2.0,19.342473242957645,2.1247978159577214
3.0,30.149776198972056,58.79435060523864
3.0,21.87225026325687,36.713158388096666
3.0,33.04241753275558,21.14197637249022
3.0,48.40726731543389,48.46587469177345
4.0,79.39169910967465,102.539473869753
4.0,74.65156855939091,107.2131234965912
4.0,46.092705871535,106.36950879152886
4.0,30.342359777670236,60.311985572193386
4.0,49.110483730499126,49.594313592106985
5.0,16.29125359284199,19.3548527217357
5.0,19.917431471271986,1.9526512138161916
5.0,22.80753575734908,2.6837259929006123
5.0,32.324157864243844,20.330375260701963
5.0,21.587467880593305,35.90185858081251
6.0,50.14179543324768,48.68974257782684
6.0,79.62789629431335,32.00133942534849
6.0,98.7636609724215,84.95036733131985
6.0,97.13700288335451,87.49164658863985
6.0,79.97638660397305,101.97810481037564
7.0,7.204641388811712,56.904603329179366
7.0,3.1470175276532135,74.85743611219804
7.0,2.529201554873551,75.09936982070936
7.0,1.2994037174970932,64.62977340164956
8.0,23.707628213797765,2.541124674923859
8.0,44.78089546422783,4.355312422964809
8.0,33.33193675908111,20.19053627520227
9.0,28.940015864398873,59.791323051282625
9.0,3.4915422485108505,74.89041312235852
9.0,7.873403832678175,55.41241316720864
9.0,21.65416200167887,37.32581664592224
10.0,45.510589409839426,4.234732412728042
10.0,70.24145212962729,6.903303589508583
10.0,79.20782235599316,30.747115805562238
10.0,49.020035810479754,47.81727994674542
10.0,33.57862090833415,20.49197573200698
11.0,3.009694247574707,75.4588744744429
11.0,2.7475525430695216,76.60698335549743
11.0,2.614137316928262,75.68581234391102
12.0,8.14557975446644,54.66562626151718
12.0,15.96784240305998,21.162962489313088
12.0,20.946615029703583,36.69685966831731
