piece,x,y
0.0,60.97847064998314,30.564870103795286
0.0,65.67978499277204,7.881916139873408
0.0,66.95571110325338,7.04531083909644
0.0,88.1013671954939,11.158834192987543
0.0,93.32025305807409,65.79278103623324
0.0,69.51907882182277,61.452065478431365
1.0,109.0838934814321,71.54747656441543
1.0,100.36434112760514,95.02117329589355
1.0,96.57702384005493,95.92917754430721
1.0,93.80747336128313,66.74258392832375
1.0,108.67344713338895,69.09089296485234
2.0,98.32726768142072,13.643163227912913
2.0,107.89095321165385,68.1854763699487
2.0,94.13666480531033,65.37167808804328
2.0,88.80019212801473,11.856992835456385
3.0,43.411605520521285,108.9830150195502
3.0,27.243710282797032,112.96874013882275
3.0,3.4863203324248353,112.19127486760118
3.0,11.93864100127147,51.398657804493496
3.0,54.27612350925234,59.58707875773547
4.0,60.76728111090072,28.982473777294036
4.0,56.41599553440487,13.102273124362046
4.0,65.18585479274425,8.384119090859054
5.0,66.46514387326587,6.953844856607895
5.0,65.80580579052518,7.291106812906511
5.0,65.85268132874509,6.839651561687948
6.0,60.56812356895533,30.452701749345387
6.0,54.39865105298103,58.67554759615291
6.0,11.22501811773431,50.33896032247792
6.0,13.509908277992633,34.51955104194531
6.0,55.37354682610684,12.945290364868203
7.0,65.63796533566672,7.376959885303484
7.0,55.93047654224252,12.052847704999904
7.0,54.24866577818014,4.733131875017829
7.0,65.50762472097777,6.775315952388472
8.0,44.497599313118904,108.71869350538692
8.0,54.75615277800236,59.59934030758847
8.0,69.02769966562502,61.92638405336791
8.0,79.79172532433738,100.03447692633843
9.0,55.587029637471396,12.137596502573865
9.0,13.72997651077813,33.9664050336945
9.0,14.88076969080337,24.187331976043524
9.0,31.757026613434046,0.8611637574703529
9.0,53.378145948223946,5.030395882236768
10.0,55.015697257863636,58.754443289719525
10.0,61.01969183880382,31.02902298776585
10.0,68.28017075775354,60.67526240526747
11.0,69.79086655413862,62.48947533546682
11.0,93.15517082922753,66.42870488536947
11.0,95.25781843340036,96.95863934640816
11.0,80.29422483257895,99.91446413871776
